Gender,Height,Weight
Female,65,152
Female,65,144
Female,62,127
Female,65,129
Female,64,139
Female,64,141
Female,65,151
Female,64,146
Female,64,153
Female,64,145
Female,67,156
Female,61,105
Female,66,152
Female,66,162
Female,68,171
Female,62,129
Female,65,135
Female,59,113
Female,62,126
Female,68,161
Female,66,140
Female,67,159
Female,64,143
Female,63,129
Female,67,159
Female,67,163
Female,67,155
Female,64,136
Female,63,122
Female,61,113
Female,62,136
Female,62,122
Female,64,136
Female,64,146
Female,63,133
Female,63,139
Female,71,181
Female,69,164
Female,64,143
Female,65,150
Female,65,146
Female,69,176
Female,65,150
Female,65,144
Female,62,130
Female,67,173
Female,62,126
Female,63,139
Female,58,98
Female,66,143
Female,62,137
Female,64,125
Female,65,135
Female,57,89
Female,62,102
Female,60,114
Female,64,140
Female,68,158
Female,67,163
Female,60,118
Female,61,123
Female,63,124
Female,69,173
Female,68,169
Female,60,118
Female,65,128
Female,63,137
Female,67,162
Female,72,193
Female,64,139
Female,65,136
Female,63,126
Female,66,138
Female,63,149
Female,64,137
Female,64,129
Female,62,108
Female,65,141
Female,62,137
Female,62,147
Female,62,132
Female,61,109
Female,63,141
Female,58,110
Female,61,113
Female,60,103
Female,60,137
Female,66,153
Female,69,168
Female,66,153
Female,63,126
Female,64,133
Female,69,163
Female,63,117
Female,66,147
Female,60,115
Female,63,132
Female,63,136
Female,69,151
Female,63,132
Female,62,103
Female,62,125
Female,64,127
Female,64,134
Female,64,146
Female,67,150
Female,62,101
Female,60,111
Female,65,127
Female,65,144
Female,61,139
Female,66,153
Female,69,172
Female,62,131
Female,62,116
Female,65,139
Female,66,164
Female,66,128
Female,61,130
Female,64,146
Female,63,126
Female,64,127
Female,62,119
Female,63,132
Female,61,119
Female,56,86
Female,65,147
Female,62,126
Female,61,115
Female,62,128
Female,68,158
Female,67,158
Female,66,147
Female,64,137
Female,67,163
Female,65,150
Female,66,146
Female,64,132
Female,67,154
Female,63,132
Female,61,121
Female,63,129
Female,68,156
Female,66,167
Female,63,125
Female,64,147
Female,66,155
Female,62,117
Female,61,114
Female,65,129
Female,66,141
Female,60,102
Female,68,159
Female,66,157
Female,67,170
Female,65,157
Female,62,135
Female,66,155
Female,66,140
Female,65,144
Female,64,139
Female,64,117
Female,66,148
Female,65,133
Female,60,116
Female,71,185
Female,67,156
Female,63,123
Female,61,119
Female,71,193
Female,65,132
Female,63,143
Female,67,159
Female,63,137
Female,60,118
Female,61,102
Female,67,148
Female,64,145
Female,67,154
Female,62,148
Female,69,169
Female,71,194
Female,62,122
Female,63,123
Female,64,139
Female,63,148
Female,65,136
Female,61,132
Female,62,124
Female,61,113
Female,67,153
Female,63,129
Female,66,139
Female,68,157
Female,62,117
Female,66,143
Female,63,120
Female,65,121
Female,69,164
Female,67,167
Female,58,92
Female,68,160
Female,68,179
Female,67,143
Female,62,139
Female,63,122
Female,66,158
Female,61,120
Female,66,148
Female,61,116
Female,63,149
Female,65,144
Female,66,147
Female,63,124
Female,61,131
Female,65,147
Female,63,130
Female,66,129
Female,62,98
Female,64,146
Female,61,104
Female,65,148
Female,65,153
Female,61,110
Female,67,155
Female,62,128
Female,62,129
Female,63,148
Female,66,152
Female,62,133
Female,65,121
Female,63,125
Female,62,110
Female,63,120
Female,62,128
Female,59,99
Female,61,125
Female,61,119
Female,64,142
Female,66,151
Female,61,104
Female,63,141
Female,64,154
Female,63,125
Female,59,117
Female,66,140
Female,63,136
Female,64,142
Female,67,150
Female,63,139
Female,61,119
Female,61,130
Female,58,83
Female,64,140
Female,64,129
Female,66,159
Female,66,152
Female,63,123
Female,63,116
Female,64,125
Female,64,137
Female,65,135
Female,65,148
Female,65,146
Female,60,125
Female,62,129
Female,64,124
Female,62,145
Female,63,137
Female,65,142
Female,63,133
Female,66,147
Female,60,127
Female,65,146
Female,58,115
Female,65,152
Female,66,161
Female,61,104
Female,61,115
Female,61,130
Female,63,144
Female,66,131
Female,65,173
Female,68,169
Female,62,117
Female,64,117
Female,57,91
Female,66,157
Female,62,127
Female,65,145
Female,63,131
Female,60,108
Female,60,129
Female,66,140
Female,67,154
Female,63,139
Female,65,138
Female,63,123
Female,65,146
Female,61,142
Female,65,138
Female,63,140
Female,66,155
Female,65,152
Female,64,140
Female,62,124
Female,64,136
Female,61,103
Female,67,160
Female,59,109
Female,60,125
Female,60,132
Female,65,145
Female,68,167
Female,69,156
Female,69,166
Female,64,141
Female,66,150
Female,68,152
Female,66,136
Female,62,122
Female,63,147
Female,62,133
Female,64,141
Female,64,141
Female,66,145
Female,68,163
Female,66,148
Female,67,161
Female,63,115
Female,64,141
Female,62,127
Female,62,125
Female,61,143
Female,66,156
Female,59,113
Female,66,157
Female,60,112
Female,59,102
Female,63,130
Female,61,109
Female,66,137
Female,64,128
Female,66,160
Female,65,128
Female,63,113
Female,62,118
Female,62,119
Female,66,145
Female,63,118
Female,70,168
Female,65,146
Female,62,146
Female,68,161
Female,60,96
Female,67,154
Female,59,102
Female,65,149
Female,66,169
Female,64,138
Female,64,126
Female,67,158
Female,65,141
Female,62,122
Female,63,166
Female,64,134
Female,63,140
Female,68,154
Female,66,142
Female,61,102
Female,62,124
Female,69,179
Female,61,116
Female,69,173
Female,62,132
Female,61,125
Female,63,129
Female,67,168
Female,61,122
Female,68,175
Female,68,155
Female,66,157
Female,66,165
Female,66,131
Female,62,132
Female,59,114
Female,62,128
Female,62,137
Female,62,124
Female,67,151
Female,62,117
Female,66,136
Female,66,153
Female,67,145
Female,68,172
Female,59,103
Female,64,162
Female,65,148
Female,63,131
Female,64,137
Female,66,140
Female,59,107
Female,64,143
Female,63,150
Female,59,118
Female,64,134
Female,60,110
Female,65,136
Female,63,150
Female,63,140
Female,63,143
Female,67,165
Female,63,129
Female,66,159
Female,63,118
Female,63,126
Female,70,184
Female,63,124
Female,67,148
Female,60,101
Female,66,164
Female,66,125
Female,64,147
Female,63,127
Female,64,131
Female,64,124
Female,68,184
Female,62,119
Female,62,133
Female,63,122
Female,66,173
Female,69,151
Female,63,138
Female,59,108
Female,60,111
Female,61,97
Female,65,154
Female,60,122
Female,62,117
Female,60,114
Female,64,125
Female,63,133
Female,66,161
Female,63,113
Female,70,167
Female,62,122
Female,63,113
Female,67,138
Female,62,113
Female,60,109
Female,65,143
Female,60,114
Female,65,155
Female,67,165
Female,65,139
Female,63,137
Female,59,95
Female,64,146
Female,68,170
Female,64,140
Female,60,98
Female,66,162
Female,64,144
Female,63,133
Female,65,140
Female,64,129
Female,67,179
Female,58,110
Female,64,133
Female,64,141
Female,62,107
Female,64,119
Female,67,156
Female,63,121
Female,62,127
Female,63,132
Female,62,134
Female,64,131
Female,66,160
Female,65,150
Female,61,130
Female,66,155
Female,64,152
Female,61,114
Female,60,122
Female,64,132
Female,67,151
Female,61,128
Female,64,139
Female,63,127
Female,61,125
Female,57,102
Female,69,169
Female,62,139
Female,66,163
Female,62,138
Female,65,151
Female,67,160
Female,68,168
Female,65,132
Female,64,141
Female,67,150
Female,63,129
Female,61,135
Female,67,146
Female,67,151
Female,69,158
Female,62,144
Female,65,147
Female,70,174
Female,64,143
Female,62,103
Female,61,122
Female,67,168
Female,68,140
Female,64,138
Female,59,102
Female,66,138
Female,65,151
Female,64,140
Female,60,123
Female,65,142
Female,67,162
Female,62,134
Female,65,157
Female,60,106
Female,61,111
Female,62,137
Female,66,141
Female,66,150
Female,62,143
Female,62,130
Female,62,134
Female,63,122
Female,64,144
Female,64,131
Female,62,129
Female,59,122
Female,65,150
Female,66,133
Female,65,157
Female,64,129
Female,59,109
Female,63,133
Female,65,143
Female,62,119
Female,67,172
Female,64,147
Female,67,156
Female,65,133
Female,62,137
Female,64,146
Female,68,173
Female,65,131
Female,61,124
Female,62,127
Female,67,162
Female,64,145
Female,66,146
Female,66,153
Female,64,134
Female,66,119
Female,66,139
Female,63,148
Female,65,125
Female,64,149
Female,65,130
Female,63,127
Female,65,127
Female,65,148
Female,61,119
Female,63,138
Female,61,113
Female,64,126
Female,66,159
Female,61,127
Female,68,152
Female,63,150
Female,66,152
Female,63,139
Female,66,152
Female,65,150
Female,65,142
Female,66,155
Female,64,141
Female,62,126
Female,64,144
Female,65,142
Female,64,141
Female,67,149
Female,64,146
Female,65,154
Female,61,105
Female,63,128
Female,64,135
Female,63,133
Female,59,113
Female,64,130
Female,65,155
Female,62,125
Female,67,151
Female,64,153
Female,65,149
Female,62,134
Female,62,129
Female,64,132
Female,63,134
Female,67,157
Female,62,120
Female,64,139
Female,64,138
Female,65,138
Female,58,113
Female,69,181
Female,68,165
Female,65,135
Female,64,150
Female,61,119
Female,62,139
Female,67,168
Female,66,161
Female,61,112
Female,65,140
Female,62,125
Female,67,148
Female,64,164
Female,61,127
Female,61,135
Female,62,112
Female,64,131
Female,64,132
Female,68,167
Female,61,137
Female,64,129
Female,63,124
Female,65,135
Female,64,132
Female,64,138
Female,63,133
Female,61,116
Female,66,131
Female,61,131
Female,64,131
Female,61,115
Female,62,151
Female,66,153
Female,64,146
Female,64,133
Female,67,146
Female,60,98
Female,67,151
Female,65,157
Female,66,145
Female,69,168
Female,66,139
Female,65,120
Female,64,133
Female,64,137
Female,60,97
Female,64,122
Female,63,136
Female,64,123
Female,61,110
Female,62,122
Female,67,132
Female,62,115
Female,62,143
Female,63,138
Female,67,151
Female,63,136
Female,64,137
Female,65,132
Female,66,154
Female,59,99
Female,68,145
Female,67,166
Female,61,123
Female,63,135
Female,61,128
Female,61,142
Female,68,167
Female,65,124
Female,62,133
Female,63,130
Female,65,144
Female,62,131
Female,65,142
Female,61,121
Female,63,128
Female,62,139
Female,58,101
Female,61,111
Female,63,135
Female,68,143
Female,64,136
Female,66,132
Female,64,146
Female,65,132
Female,60,108
Female,66,155
Female,62,146
Female,64,148
Female,63,134
Female,60,100
Female,64,137
Female,65,145
Female,65,151
Female,67,132
Female,64,157
Female,65,165
Female,65,133
Female,61,115
Female,66,160
Female,65,155
Female,62,137
Female,66,158
Female,64,152
Female,65,151
Female,54,65
Female,64,162
Female,64,125
Female,61,120
Female,63,139
Female,67,150
Female,62,146
Female,62,121
Female,67,136
Female,64,137
Female,61,121
Female,65,156
Female,62,129
Female,65,143
Female,66,145
Female,63,150
Female,62,131
Female,62,119
Female,61,107
Female,63,139
Female,63,128
Female,61,121
Female,64,122
Female,63,122
Female,60,93
Female,68,189
Female,57,106
Female,66,144
Female,63,123
Female,64,130
Female,65,152
Female,62,124
Female,64,129
Female,58,112
Female,64,138
Female,62,149
Female,62,117
Female,63,130
Female,62,132
Female,65,148
Female,61,121
Female,67,144
Female,64,134
Female,64,125
Female,64,152
Female,62,132
Female,64,149
Female,64,141
Female,65,141
Female,63,128
Female,67,151
Female,65,145
Female,63,141
Female,71,159
Female,67,169
Female,63,161
Female,65,151
Female,64,153
Female,62,117
Female,62,139
Female,68,150
Female,63,133
Female,66,140
Female,62,121
Female,65,140
Female,61,112
Female,61,102
Female,63,127
Female,61,130
Female,65,131
Female,65,149
Female,61,114
Female,61,100
Female,67,168
Female,61,116
Female,62,136
Female,64,144
Female,66,149
Female,63,122
Female,60,109
Female,61,121
Female,64,131
Female,62,113
Female,63,145
Female,64,149
Female,61,114
Female,62,130
Female,64,123
Female,62,112
Female,65,145
Female,61,122
Female,64,140
Female,61,119
Female,65,149
Female,65,141
Female,62,134
Female,61,132
Female,63,113
Female,59,108
Female,64,125
Female,63,145
Female,63,106
Female,63,141
Female,64,156
Female,65,149
Female,65,148
Female,65,146
Female,65,145
Female,64,151
Female,65,138
Female,68,167
Female,66,145
Female,63,146
Female,63,143
Female,66,150
Female,67,164
Female,62,139
Female,65,138
Female,62,134
Female,62,133
Female,68,147
Female,59,99
Female,66,147
Female,65,136
Female,62,121
Female,64,145
Female,67,157
Female,68,153
Female,64,134
Female,62,108
Female,63,135
Female,60,109
Female,66,150
Female,66,138
Female,61,129
Female,65,134
Female,63,123
Female,66,158
Female,63,138
Female,71,176
Female,63,142
Female,60,127
Female,61,116
Female,63,133
Female,61,116
Female,66,160
Female,68,156
Female,61,121
Female,69,185
Female,64,134
Female,65,145
Female,64,132
Female,63,133
Female,68,152
Female,63,144
Female,68,149
Female,61,124
Female,65,149
Female,67,172
Female,64,132
Female,62,128
Female,61,119
Female,66,154
Female,62,106
Female,63,133
Female,63,143
Female,64,133
Female,66,140
Female,61,128
Female,67,159
Female,64,131
Female,68,171
Female,62,140
Female,66,168
Female,63,147
Female,63,140
Female,64,138
Female,57,84
Female,64,140
Female,61,103
Female,62,110
Female,65,137
Female,63,122
Female,59,125
Female,69,158
Female,68,162
Female,62,127
Female,63,136
Female,63,142
Female,66,143
Female,65,140
Female,63,128
Female,65,142
Female,63,123
Female,65,136
Female,62,122
Female,68,154
Female,62,113
Female,62,114
Female,65,149
Female,65,130
Female,60,114
Female,64,129
Female,64,142
Female,60,113
Female,66,150
Female,62,135
Female,58,97
Female,68,162
Female,62,124
Female,60,111
Female,63,118
Female,60,124
Female,66,158
Female,67,154
Female,66,126
Female,62,115
Female,60,116
Female,66,144
Female,66,134
Female,60,103
Female,64,128
Female,58,107
Female,63,120
Female,61,90
Female,61,105
Female,60,122
Female,64,146
Female,65,149
Female,63,150
Female,64,134
Female,63,139
Female,62,130
Female,65,146
Female,64,148
Female,64,136
Female,63,144
Female,65,137
Female,63,108
Female,67,148
Female,63,145
Female,60,104
Female,66,162
Female,66,146
Female,64,141
Female,60,105
Female,63,122
Female,61,105
Female,63,130
Female,65,121
Female,61,125
Female,63,133
Female,60,116
Female,65,151
Female,70,176
Female,63,136
Female,61,129
Female,61,114
Female,64,130
Female,64,137
Female,63,126
Female,66,165
Female,59,110
Female,68,163
Female,66,152
Female,64,130
Female,66,151
Female,64,146
Female,66,144
Female,63,134
Female,62,127
Female,60,99
Female,65,139
Female,67,164
Female,64,130
Female,65,152
Female,64,168
Female,62,136
Female,64,141
Female,59,97
Female,67,151
Female,57,73
Female,64,128
Female,63,126
Female,60,111
Female,68,159
Female,65,147
Female,63,134
Female,66,160
Female,66,155
Female,59,105
Female,66,163
Female,63,134
Female,69,171
Female,64,130
Female,69,162
Female,66,133
Female,62,123
Female,65,139
Female,62,123
Female,66,134
Female,66,158
Female,60,111
Female,60,125
Female,67,166
Female,60,120
Female,68,162
Female,63,139
Female,59,104
Female,66,161
Female,67,169
Female,63,138
Female,63,136
Female,64,140
Female,62,123
Female,65,157
Female,62,148
Female,64,128
Female,65,141
Female,65,121
Female,63,145
Female,59,124
Female,61,126
Female,63,133
Female,67,138
Female,61,131
Female,65,161
Female,63,136
Female,59,114
Female,64,145
Female,62,131
Female,61,124
Female,65,136
Female,62,127
Female,65,142
Female,67,145
Female,62,145
Female,67,138
Female,66,156
Female,65,157
Female,58,93
Female,65,146
Female,61,127
Female,65,143
Female,59,116
Female,67,164
Female,67,161
Female,59,108
Female,70,202
Female,66,143
Female,63,139
Female,66,163
Female,63,122
Female,64,131
Female,63,142
Female,66,139
Female,66,162
Female,68,179
Female,58,116
Female,61,116
Female,65,153
Female,67,149
Female,62,131
Female,65,138
Female,64,132
Female,62,128
Female,64,135
Female,65,156
Female,67,152
Female,62,136
Female,67,154
Female,63,137
Female,64,144
Female,64,129
Female,62,131
Female,62,118
Female,65,149
Female,67,131
Female,65,142
Female,64,154
Female,61,139
Female,63,129
Female,61,105
Female,60,108
Female,61,111
Female,61,116
Female,63,129
Female,64,147
Female,61,99
Female,63,122
Female,65,156
Female,64,162
Female,64,137
Female,67,160
Female,62,109
Female,60,110
Female,65,126
Female,64,139
Female,68,146
Female,65,156
Female,65,139
Female,69,160
Female,67,163
Female,67,144
Female,66,144
Female,58,96
Female,61,115
Female,67,165
Female,64,125
Female,66,143
Female,60,119
Female,62,103
Female,64,133
Female,62,122
Female,62,143
Female,63,152
Female,63,125
Female,68,167
Female,63,131
Female,67,160
Female,66,148
Female,61,105
Female,65,145
Female,58,92
Female,62,138
Female,68,164
Female,67,144
Female,63,144
Female,68,163
Female,61,129
Female,67,160
Female,65,143
Female,66,157
Female,65,141
Female,61,136
Female,62,126
Female,66,157
Female,62,143
Female,62,137
Female,63,128
Female,67,147
Female,60,128
Female,65,138
Female,62,116
Female,63,125
Female,62,130
Female,64,145
Female,63,138
Female,66,153
Female,68,150
Female,67,152
Female,61,119
Female,66,141
Female,64,145
Female,59,104
Female,66,146
Female,59,102
Female,67,156
Female,67,143
Female,63,132
Female,66,126
Female,62,116
Female,67,169
Female,63,120
Female,68,176
Female,67,138
Female,66,138
Female,65,147
Female,61,136
Female,65,132
Female,64,129
Female,63,139
Female,64,129
Female,65,158
Female,65,150
Female,57,98
Female,57,90
Female,69,158
Female,64,138
Female,64,142
Female,61,114
Female,66,159
Female,60,108
Female,66,144
Female,61,146
Female,60,111
Female,61,114
Female,64,153
Female,65,145
Female,66,110
Female,60,87
Female,69,163
Female,63,144
Female,62,117
Female,65,138
Female,66,140
Female,66,160
Female,62,130
Female,62,117
Female,62,132
Female,63,136
Female,64,128
Female,61,138
Female,66,160
Female,65,146
Female,65,138
Female,65,134
Female,65,136
Female,67,172
Female,64,149
Female,62,127
Female,64,143
Female,61,116
Female,63,139
Female,67,157
Female,63,128
Female,62,141
Female,64,138
Female,62,115
Female,63,121
Female,64,135
Female,62,132
Female,66,153
Female,65,153
Female,58,105
Female,60,126
Female,64,138
Female,61,135
Female,64,140
Female,60,124
Female,62,116
Female,65,157
Female,64,143
Female,66,154
Female,66,161
Female,66,162
Female,63,133
Female,69,163
Female,64,132
Female,64,143
Female,56,85
Female,69,179
Female,61,119
Female,66,150
Female,65,150
Female,62,125
Female,63,121
Female,63,134
Female,62,139
Female,65,147
Female,67,148
Female,65,158
Female,59,109
Female,63,127
Female,65,139
Female,66,172
Female,65,150
Female,66,148
Female,61,127
Female,65,134
Female,62,137
Female,71,193
Female,65,150
Female,63,133
Female,69,179
Female,62,134
Female,61,120
Female,65,135
Female,66,138
Female,65,163
Female,68,175
Female,62,115
Female,64,127
Female,66,151
Female,68,168
Female,66,130
Female,64,148
Female,62,119
Female,63,132
Female,60,131
Female,65,141
Female,64,131
Female,66,151
Female,64,135
Female,65,135
Female,59,113
Female,67,143
Female,65,125
Female,64,133
Female,64,128
Female,61,121
Female,69,166
Female,61,112
Female,61,133
Female,62,125
Female,66,140
Female,60,106
Female,67,151
Female,61,114
Female,62,121
Female,63,142
Female,61,120
Female,67,151
Female,65,150
Female,61,114
Female,65,143
Female,67,163
Female,61,127
Female,66,136
Female,61,144
Female,58,94
Female,63,142
Female,61,123
Female,63,132
Female,66,159
Female,66,147
Female,66,150
Female,65,124
Female,67,157
Female,57,101
Female,61,123
Female,63,121
Female,62,132
Female,65,132
Female,63,142
Female,59,112
Female,63,152
Female,67,148
Female,58,110
Female,65,153
Female,60,103
Female,66,161
Female,67,144
Female,66,151
Female,67,129
Female,66,148
Female,67,167
Female,59,107
Female,62,132
Female,63,125
Female,65,137
Female,63,143
Female,63,155
Female,62,111
Female,60,109
Female,69,149
Female,63,131
Female,62,130
Female,64,147
Female,68,174
Female,64,126
Female,65,138
Female,63,122
Female,61,121
Female,60,117
Female,64,147
Female,62,125
Female,66,140
Female,62,136
Female,60,115
Female,62,124
Female,67,150
Female,59,124
Female,65,138
Female,64,134
Female,61,123
Female,64,139
Female,63,134
Female,61,133
Female,60,111
Female,65,142
Female,63,140
Female,63,144
Female,63,126
Female,68,161
Female,65,151
Female,67,162
Female,66,152
Female,62,140
Female,63,120
Female,65,136
Female,62,127
Female,65,156
Female,64,156
Female,68,164
Female,66,152
Female,65,155
Female,61,123
Female,61,121
Female,65,143
Female,66,124
Female,61,121
Female,64,149
Female,57,114
Female,62,125
Female,60,111
Female,60,136
Female,70,178
Female,66,133
Female,59,112
Female,68,171
Female,63,142
Female,66,151
Female,60,121
Female,61,96
Female,63,141
Female,63,103
Female,62,139
Female,60,98
Female,59,111
Female,66,137
Female,67,171
Female,64,128
Female,69,164
Female,62,114
Male,174,96
Male,189,87
Female,185,110
Female,195,104
Male,149,61
Male,****,104
Male,147,92
Male,154,111
Male,17 4,90
Female,169,103
Male,195,81
Female,159,80
Female,192,101
Male,155,&67
Male,191,79
Female,153,107
Female,157,110
Male,140,129
Male,144,145
Male,172,139
Male,157,110
Female,153,149
Female,1K5,97
Male,185,139
Female,172,67
Female,151,64
Male,190,95
Male,187,62
Female,163,159
Male,179,152
Male,153,121
Male,178,52.67.8
Female,195,65
Female,160,131
Female,157,153
Female,189,132
Female,197,---
Male,144,80
Female,171,152
Female,185,81
Female,175,120
Female,149,108
Male,157,56
Male,161,118
Female,182,126
Male,185,76
Female,188,122
Male,181,111
Male,161,72
Male,140,152
Female,168,135
Female,176,54
Male,163,110
Male,172,105
Male,196,116
Female,187,89
Male,172,92
Male,178,127
Female,164,70
Male,143,88
Female,191,54
Female,141,143
Male,193,54
Male,190,83
Male,175,135
Female,179,158
Female,172,96
Female,168,59
Female,164,82
Female,194,136
Female,15 3,51
Male,178,117
Male,141,80
Male,180,75
Female,185,100
Female,197,154
Male,165,104
Female,168,90
Female,176,122
Male,181,51
Male,164,75
Female,166,140
Female,190,105
Male,186,118
Male,168,123
Male,198,50
Female,175,141
Male,145,117
Female,159,104
Female,185,140
Female,178,154
Female,183,96
Female,194,111
Male,177,61
Male,197,119
Female,170,156
Male,142,69
Male,160,139
Male,195,69
Female,190,50
Male,199,156
Male,154,105
Male,161,155
Female,198,145
Female,192,140
Male,195,126
Male,166,160
Male,159,154
Female,181,106
Male,149,66
Female,150,70
Female,146,157
Male,190,135
Female,192,90
Female,177,96
Male,148,60
Female,165,57
Female,146,104
Male,144,108
Female,176,156
Female,168,87
Male,187,122
Male,187,138
Female,184,160
Female,158,149
Male,158,96
Male,194,115
Female,145,79
Male,182,151
Male,154,54
Female,168,139
Female,187,70
Female,158,153
Female,167,110
Female,171,155
Female,183,150
Female,190,156
Male,194,108
Male,171,147
Male,159,124
Female,169,54
Female,167,85
Male,180,149
Male,163,123
Male,140,79
Male,197,125
Male,194,106
Female,140,146
Male,195,98
Female,168,115
Female,196,50
Male,140,52
Female,150,60
Female,168,140
Female,155,111
Female,179,103
Female,182,84
Male,168,160
Female,187,102
Male,181,105
Male,199,99
Female,184,76
Male,192,101
Female,182,143
Female,172,111
Male,181,78
Male,176,109
Female,156,106
Female,151,67
Female,188,80
Male,187,136
Male,174,138
Male,167,151
Female,196,131
Male,197,149
Female,185,119
Female,170,102
Female,181,94
Female,166,126
Male,188,100
Female,162,74
Male,177,117
Male,162,97
Male,180,73
Female,192,108
Male,165,80
Female,167,135
Female,182,84
Female,161,134
Male,158,95
Male,141,85
Male,154,100
Male,165,105
Female,142,137
Male,141,94
Male,145,108
Male,157,74
Female,177,117
Female,166,144
Male,193,151
Male,184,57
Male,179,93
Female,156,89
Male,182,104
Male,145,160
Female,150,87
Male,145,99
Female,196,122
Male,191,96
Female,148,67
Female,150,84
Male,148,155
Female,153,146
Female,196,159
Female,185,52
Female,171,131
Female,143,118
Female,142,86
Female,141,126
Male,159,109
Female,173,82
Male,183,138
Female,152,90
Male,178,140
Male,188,54
Female,155,144
Male,166,70
Male,188,123
Female,171,120
Male,179,130
Female,186,137
Female,153,78
Female,184,86
Female,177,81
Male,145,78
Male,170,81
Male,181,141
Male,165,155
Female,174,65
Female,146,110
Male,178,85
Male,166,61
Male,191,62
Female,177,155
Female,183,50
Male,151,114
Male,182,98
Female,142,159
Female,188,90
Male,161,89
Male,153,70
Male,140,143
Male,169,141
Female,162,159
Male,183,147
Female,162,58
Female,172,109
Female,150,119
Female,169,145
Female,184,132
Male,159,104
Male,163,131
Male,156,137
Female,157,52
Male,147,84
Male,141,86
Male,173,139
Male,154,145
Male,168,148
Male,168,50
Male,145,130
Male,152,103
Female,187,121
Female,163,57
Male,178,83
Female,187,94
Female,179,114
Male,190,80
Male,172,75
Male,188,57
Male,193,65
Female,147,126
Female,147,94
Male,166,107
Female,192,139
Male,181,139
Male,150,74
Male,178,160
Female,156,52
Male,149,100
Male,156,74
Male,183,105
Female,162,68
Female,165,83
Female,168,143
Male,160,156
Female,169,88
Female,140,76
Female,187,92
Male,151,82
Female,186,140
Male,182,108
Male,188,81
Male,179,110
Female,156,126
Male,188,114
Male,183,153
Male,144,88
Male,196,69
Male,171,141
Male,171,147
Female,180,156
Male,191,146
Female,179,67
Female,180,60
Female,154,132
Male,188,99
Male,142,135
Male,170,95
Male,152,141
Female,190,118
Female,181,111
Male,153,104
Male,187,140
Female,144,66
Female,148,54
Female,199,92
Female,167,85
Female,164,71
Female,185,102
Female,164,160
Male,142,71
Male,165,68
Female,172,62
Female,157,56
Male,155,57
Female,167,153
Female,164,126
Female,189,125
Female,161,145
Female,155,71
Female,171,118
Female,154,92
Male,179,83
Male,170,115
Female,184,106
Female,191,68
Male,162,58
Male,178,138
Female,157,60
Male,184,83
Male,197,88
Female,160,51
Male,184,153
Male,190,50
Male,174,90
Female,189,124
Female,186,143
Female,180,58
Female,186,148
Female,193,61
Male,161,103
Female,151,158
Female,195,147
Female,184,152
Male,141,80
Female,185,94
Female,186,127
Male,142,131
Female,147,67
Male,151,62
Female,160,124
Male,185,60
Female,163,63
Male,174,95
Female,150,144
Male,142,91
Male,178,142
Female,154,96
Male,176,87
Male,159,120
Male,191,62
Male,177,117
Male,151,154
Female,182,149
Female,197,72
Male,146,138
Female,160,83
Female,157,66
Female,150,50
Female,167,58
Female,180,70
Female,183,76
Female,183,87
Female,152,154
Female,164,71
Male,187,96
Male,169,136
Female,149,61
Male,163,137
Female,195,104
Male,174,107
Male,182,70
Male,169,110
Male,193,130
Male,148,141
Male,186,68
Male,165,143
Female,146,123
Female,166,133
Male,179,56
Female,177,101
Male,181,154
Female,161,154
Female,157,103
Female,169,98
Female,152,114
Female,162,64
Male,162,130
Female,177,61
Female,195,61
Male,140,146
Female,186,146
Female,178,107
Male,174,54
Female,180,59
Male,188,141
Female,187,130
Female,153,77
Wolf,165,95
Female,178,79
Female,163,154
Female,150,97
Male,179,127
Male,165,62
Male,168,158
Female,153,133
Male,184,157
Male,188,65
Female,166,153
Female,172,116
Male,182,73
Male,143,149
Male,152,146
Female,186,128
Male,159,140
Male,146,70
Female,176,121
Female,146,101
Male,159,145
Male,162,157
Female,172,90
Female,169,121
Male,182,50
Other,183,79
Male,176,77
Female,188,128
Female,175,83
Male,154,81
Female,184,147
Male,179,123
Male,152,132
Male,179,56
Female,145,141
Female,181,80
Male,158,127
Female,188,99
Male,145,142
Male,161,115
Male,198,109
Male,147,142
Male,154,112
Female,178,65
Male,195,153
Female,167,79
Male,183,131
Female,164,142
Male,167,64
Female,151,55
Female,147,107
Female,155,115
Female,172,108
Female,142,86
Male,146,85
Female,188,115
Male,173,111
Female,160,109
Male,187,80
Male,198,136-98
Other,179,150
Female,164,59
Female,146,147
Female,198,50
Female,170,53
Other,152,98
Female,150,153
Female,184,121
Female,141,136
Male,150,95
Male,173,131
Male,156,105
Male,147,275
Male,188,111
Male,136,201
Male,149,91
Male,213,256
Male,168,286
Male,140,196
Male,147,188
Male,191,129
Male,134,249
Male,210,113
Male,198,157
Male,157,157
Male,228,230
Male,215,68
Male,138,67
Male,219,63
Male,146,229
Male,219,187
Male,191,266
Male,203,293
Male,168,116
Male,218,253
Male,156,291
Male,222,261
Male,227,43
Male,154,80
Male,218,134
Male,221,273
Male,228,210
Male,146,197
Male,205,112
Male,225,79
Male,188,202
Male,221,193
Male,207,175
Male,150,36
Male,202,169
Male,205,221
Male,137,225
Male,171,197
Male,150,263
Male,153,176
Male,150,270
Male,192,150
Male,158,137
Male,176,276
Male,152,115
Male,210,169
Male,137,108
Male,191,227
Male,160,118
Male,219,240
Male,188,46
Male,171,38
Male,216,170
Male,220,35
Male,139,208
Male,142,243
Male,155,35
Male,215,70
Male,186,295
